date,amount,merchant,description
2025-02-07,264.69,Target,Clothing and accessories
2024-11-10,23.94,WeWork,Coworking space rental
2024-11-19,792.86,Coursera,Online business course
2025-07-10,677.66,Netflix,Streaming subscription
2024-11-10,183.74,Apple,MacBook purchase for work
2024-09-27,642.34,Southwest Airlines,Flight for vacation
2025-04-25,828.72,Walmart,Groceries and household supplies
2025-01-06,334.65,Amazon,Books and home items
2024-09-23,672.56,Walmart,Groceries and household supplies
2025-06-19,981.87,WeWork,Coworking space rental
2025-04-06,330.37,Spotify,Monthly subscription
2025-03-26,16.76,Apple,MacBook purchase for work
2024-09-21,243.17,Walmart,Groceries and household supplies
2024-10-22,274.32,Best Buy,TV and electronics
2025-07-27,308.93,Coursera,Online business course
2025-04-14,577.15,Shell,Gas for car
2025-05-10,657.15,Staples,Office supplies
2024-07-30,243.94,Shell,Gas for car
2025-06-16,127.04,Target,Clothing and accessories
2024-12-01,168.12,Staples,Office supplies
2024-11-11,507.5,Target,Clothing and accessories
2025-01-22,772.14,Shell,Gas for car
2025-07-22,126.24,Shell,Gas for car
2025-02-03,373.87,Staples,Office supplies
2025-05-05,226.94,Apple,MacBook purchase for work
2024-09-20,483.4,WeWork,Coworking space rental
2025-06-29,750.26,Spotify,Monthly subscription
2024-08-28,379.89,Netflix,Streaming subscription
2024-09-13,553.74,Shell,Gas for car
2025-01-14,759.78,Spotify,Monthly subscription
2025-02-03,667.45,Best Buy,TV and electronics
2024-09-04,764.24,Apple,MacBook purchase for work
2024-11-27,757.19,Target,Clothing and accessories
2024-09-05,789.5,Southwest Airlines,Flight for vacation
2024-08-26,452.28,Amazon,Books and home items
2025-05-24,368.17,Shell,Gas for car
2025-03-09,121.09,Netflix,Streaming subscription
2024-10-17,552.17,Southwest Airlines,Flight for vacation
2025-01-19,210.14,Amazon,Books and home items
2025-04-08,158.35,Amazon,Books and home items
2025-01-19,855.94,Coursera,Online business course
2025-04-16,125.08,Spotify,Monthly subscription
2025-03-01,719.75,Apple,MacBook purchase for work
2025-04-05,100.03,Spotify,Monthly subscription
2024-08-02,451.03,Amazon,Books and home items
2025-03-30,458.9,Delta Airlines,Flight to business conference
2025-04-19,421.27,Amazon,Books and home items
2024-11-10,67.16,Netflix,Streaming subscription
2025-04-16,676.04,Spotify,Monthly subscription
2024-10-25,726.05,Staples,Office supplies
2024-08-18,261.91,Walmart,Groceries and household supplies
2024-11-07,748.35,Delta Airlines,Flight to business conference
2024-10-04,82.3,Netflix,Streaming subscription
2025-02-26,351.08,Walmart,Groceries and household supplies
2024-11-23,545.75,Uber,Ride to office
2024-09-23,935.24,Delta Airlines,Flight to business conference
2025-02-23,986.28,Uber,Ride to office
2025-06-22,41.42,Spotify,Monthly subscription
2024-10-04,188.18,Walmart,Groceries and household supplies
2024-09-04,768.17,WeWork,Coworking space rental
2025-06-02,649.42,Shell,Gas for car
2025-04-19,380.72,Walmart,Groceries and household supplies
2025-02-15,454.05,Walmart,Groceries and household supplies
2025-03-17,381.89,Walmart,Groceries and household supplies
2025-07-11,964.5,Target,Clothing and accessories
2024-11-20,543.91,Southwest Airlines,Flight for vacation
2024-10-16,861.68,Target,Clothing and accessories
2025-04-20,186.69,Uber,Ride to office
2024-10-29,399.13,Amazon,Books and home items
2025-04-09,730.58,WeWork,Coworking space rental
2025-04-25,836.47,Apple,MacBook purchase for work
2024-11-25,32.51,Best Buy,TV and electronics
2025-01-14,468.37,Staples,Office supplies
2025-05-31,549.0,Shell,Gas for car
2025-01-17,385.48,Amazon,Books and home items
2025-07-10,255.04,Apple,MacBook purchase for work
2024-08-30,163.57,Coursera,Online business course
2025-03-08,938.04,Apple,MacBook purchase for work
2025-06-15,767.84,Shell,Gas for car
2024-12-05,811.38,Delta Airlines,Flight to business conference
2024-09-30,618.77,Walmart,Groceries and household supplies
2025-02-03,248.26,Delta Airlines,Flight to business conference
2024-07-30,109.89,Uber,Ride to office
2024-11-06,451.98,Delta Airlines,Flight to business conference
2025-05-06,706.25,Target,Clothing and accessories
2025-02-19,252.29,Delta Airlines,Flight to business conference
2025-05-09,408.24,Delta Airlines,Flight to business conference
2024-09-12,544.36,Apple,MacBook purchase for work
2025-04-06,865.09,Best Buy,TV and electronics
2024-12-25,148.73,Delta Airlines,Flight to business conference
2025-03-07,241.82,Staples,Office supplies
2024-08-12,580.35,Shell,Gas for car
2024-09-24,601.94,Netflix,Streaming subscription
2025-01-31,820.2,Target,Clothing and accessories
2025-06-11,308.75,Apple,MacBook purchase for work
2024-08-29,985.84,WeWork,Coworking space rental
2024-12-04,228.83,Amazon,Books and home items
2025-06-20,282.4,Staples,Office supplies
2025-04-18,949.04,Amazon,Books and home items
2025-06-14,912.46,Shell,Gas for car
2024-12-01,681.96,Target,Clothing and accessories
2024-10-29,500.66,Amazon,Books and home items
2024-08-20,942.17,Coursera,Online business course
2025-05-09,387.34,Target,Clothing and accessories
2024-12-10,325.55,Amazon,Books and home items
2024-09-04,414.18,Walmart,Groceries and household supplies
2025-04-05,382.7,Staples,Office supplies
2025-02-15,542.55,Best Buy,TV and electronics
2025-02-26,850.85,Apple,MacBook purchase for work
2024-12-10,858.97,Staples,Office supplies
2025-05-02,807.72,WeWork,Coworking space rental
2024-10-18,566.76,Delta Airlines,Flight to business conference
2025-07-22,561.71,Walmart,Groceries and household supplies
2024-09-26,394.53,WeWork,Coworking space rental
2025-03-13,211.3,Staples,Office supplies
2025-05-19,88.28,Target,Clothing and accessories
2024-12-08,848.66,Spotify,Monthly subscription
2024-12-20,540.28,Uber,Ride to office
2024-08-21,198.58,Southwest Airlines,Flight for vacation
2024-10-21,383.4,Staples,Office supplies
2025-07-06,606.89,Netflix,Streaming subscription
2025-02-05,82.06,Southwest Airlines,Flight for vacation
2025-06-15,764.08,Best Buy,TV and electronics
2024-08-19,674.74,Shell,Gas for car
2024-09-14,484.6,Apple,MacBook purchase for work
2024-08-04,907.96,Southwest Airlines,Flight for vacation
2025-06-16,957.45,Staples,Office supplies
2025-07-18,219.69,Delta Airlines,Flight to business conference
2025-05-16,962.46,Apple,MacBook purchase for work
2024-12-17,749.41,Uber,Ride to office
2024-12-27,484.13,Best Buy,TV and electronics
2025-03-26,698.67,Apple,MacBook purchase for work
2025-06-13,212.47,Shell,Gas for car
2024-08-29,556.56,Apple,MacBook purchase for work
2024-08-09,290.23,Best Buy,TV and electronics
2024-10-03,538.31,Spotify,Monthly subscription
2025-05-25,315.34,Coursera,Online business course
2024-10-25,517.69,Coursera,Online business course
2025-07-26,471.34,Spotify,Monthly subscription
2025-03-22,981.51,Best Buy,TV and electronics
2024-09-17,764.01,Spotify,Monthly subscription
2024-10-08,915.19,Coursera,Online business course
2025-06-01,319.79,Coursera,Online business course
2025-02-12,566.9,Delta Airlines,Flight to business conference
2025-05-10,743.84,Apple,MacBook purchase for work
2025-03-28,268.17,Delta Airlines,Flight to business conference
2025-02-14,583.35,Netflix,Streaming subscription
2024-12-30,302.24,Walmart,Groceries and household supplies
2025-06-20,336.57,Apple,MacBook purchase for work
2024-11-26,574.09,Walmart,Groceries and household supplies
2025-07-03,504.31,Apple,MacBook purchase for work
2025-06-01,944.03,Target,Clothing and accessories
2025-01-16,264.75,Coursera,Online business course
2024-11-16,493.73,Southwest Airlines,Flight for vacation
2024-11-07,645.28,Shell,Gas for car
2025-05-07,466.22,Spotify,Monthly subscription
2025-05-05,797.03,Shell,Gas for car
2025-01-14,148.56,WeWork,Coworking space rental
2025-01-03,493.43,Amazon,Books and home items
2025-04-04,990.42,Amazon,Books and home items
2025-07-24,528.7,Delta Airlines,Flight to business conference
2024-11-23,848.23,Southwest Airlines,Flight for vacation
2025-01-25,671.53,Southwest Airlines,Flight for vacation
2025-07-25,16.32,Best Buy,TV and electronics
2024-09-08,844.12,WeWork,Coworking space rental
2024-11-30,77.29,Apple,MacBook purchase for work
2025-06-05,19.05,WeWork,Coworking space rental
2024-07-30,461.45,Amazon,Books and home items
2025-03-11,621.66,Delta Airlines,Flight to business conference
2024-11-29,934.56,Target,Clothing and accessories
2025-07-26,662.69,Spotify,Monthly subscription
2024-11-10,16.55,Delta Airlines,Flight to business conference
2025-01-23,417.23,Amazon,Books and home items
2025-03-06,534.12,Delta Airlines,Flight to business conference
2025-05-30,540.38,Staples,Office supplies
2025-03-19,26.97,Staples,Office supplies
2025-07-02,700.88,Southwest Airlines,Flight for vacation
2025-01-28,808.11,Walmart,Groceries and household supplies
2025-01-05,115.95,WeWork,Coworking space rental
2024-08-02,529.14,Uber,Ride to office
2025-01-09,200.01,Apple,MacBook purchase for work
2024-10-09,259.89,Amazon,Books and home items
2025-07-02,274.65,Coursera,Online business course
2025-05-24,88.23,Walmart,Groceries and household supplies
2025-07-12,464.41,Walmart,Groceries and household supplies
2025-02-24,990.33,Apple,MacBook purchase for work
2024-09-06,306.97,Apple,MacBook purchase for work
2024-08-11,849.39,Southwest Airlines,Flight for vacation
2025-01-15,991.76,Target,Clothing and accessories
2025-03-08,761.99,Target,Clothing and accessories
2025-01-24,411.23,Uber,Ride to office
2024-09-27,557.17,Walmart,Groceries and household supplies
2025-03-01,640.38,Delta Airlines,Flight to business conference
2025-05-29,179.67,Shell,Gas for car
2025-03-23,846.88,Spotify,Monthly subscription
2024-12-09,786.53,Target,Clothing and accessories
2025-02-17,977.56,Netflix,Streaming subscription
2024-12-19,895.84,Uber,Ride to office
2024-11-03,237.47,Delta Airlines,Flight to business conference
2025-05-21,695.36,Southwest Airlines,Flight for vacation
2025-06-20,480.75,Netflix,Streaming subscription
2025-07-05,924.92,Delta Airlines,Flight to business conference
2024-08-21,926.33,Target,Clothing and accessories
2025-07-05,567.87,Amazon,Books and home items
2025-04-20,187.56,Delta Airlines,Flight to business conference
2025-04-14,321.34,Southwest Airlines,Flight for vacation
2025-06-20,591.17,Apple,MacBook purchase for work
2024-10-12,822.48,Best Buy,TV and electronics
2025-03-31,404.31,Southwest Airlines,Flight for vacation
2024-09-09,306.28,Uber,Ride to office
2025-06-05,248.07,Netflix,Streaming subscription
2025-03-29,850.95,Southwest Airlines,Flight for vacation
2025-02-02,897.56,Target,Clothing and accessories
2025-01-09,390.01,Coursera,Online business course
2025-07-12,148.55,Shell,Gas for car
2025-07-16,726.92,Shell,Gas for car
2024-08-30,748.0,Amazon,Books and home items
2024-11-24,63.16,Coursera,Online business course
2024-12-12,239.82,Walmart,Groceries and household supplies
2025-05-24,347.19,Uber,Ride to office
2024-09-30,617.73,Best Buy,TV and electronics
2025-02-09,402.74,Netflix,Streaming subscription
2024-12-03,333.11,Best Buy,TV and electronics
2025-06-20,280.59,Target,Clothing and accessories
2025-03-13,495.7,Spotify,Monthly subscription
2024-08-21,557.51,Coursera,Online business course
2024-10-06,437.53,Walmart,Groceries and household supplies
2024-08-27,590.02,Target,Clothing and accessories
2024-08-02,94.84,Walmart,Groceries and household supplies
2025-06-26,302.43,Netflix,Streaming subscription
2024-12-01,715.98,Apple,MacBook purchase for work
2025-05-15,275.29,Uber,Ride to office
2025-06-07,714.56,Walmart,Groceries and household supplies
2024-10-31,162.73,Target,Clothing and accessories
2025-07-27,323.51,Walmart,Groceries and household supplies
2025-06-29,100.61,Uber,Ride to office
2025-06-14,450.29,Staples,Office supplies
2024-12-22,277.07,Best Buy,TV and electronics
2025-01-16,96.42,WeWork,Coworking space rental
2025-03-26,454.36,Walmart,Groceries and household supplies
2024-10-06,517.32,Amazon,Books and home items
2025-04-18,36.0,Uber,Ride to office
2025-01-15,558.68,Coursera,Online business course
2025-02-05,602.06,Netflix,Streaming subscription
2025-05-14,865.08,Coursera,Online business course
2024-10-13,298.93,Delta Airlines,Flight to business conference
2025-06-22,781.38,Walmart,Groceries and household supplies
2024-10-30,902.12,Shell,Gas for car
2025-05-14,576.24,Apple,MacBook purchase for work
2025-06-05,688.46,WeWork,Coworking space rental
2025-06-02,147.45,WeWork,Coworking space rental
2025-05-11,275.72,Staples,Office supplies
2025-04-25,72.63,WeWork,Coworking space rental
2025-04-12,283.2,Walmart,Groceries and household supplies
2025-07-14,489.39,Staples,Office supplies
2024-09-02,367.51,Uber,Ride to office
2025-07-21,723.69,Apple,MacBook purchase for work
2025-06-14,597.87,Spotify,Monthly subscription
2025-01-09,463.28,Apple,MacBook purchase for work
2024-11-16,311.61,WeWork,Coworking space rental
2025-02-28,338.9,Walmart,Groceries and household supplies
2024-08-18,386.09,Netflix,Streaming subscription
2025-07-13,336.25,Southwest Airlines,Flight for vacation
2024-12-24,436.31,Coursera,Online business course
2025-04-29,860.91,Southwest Airlines,Flight for vacation
2025-02-22,144.76,Netflix,Streaming subscription
2024-08-21,607.18,Coursera,Online business course
2024-11-03,208.84,Shell,Gas for car
2025-01-25,185.86,Coursera,Online business course
2024-11-23,969.04,Walmart,Groceries and household supplies
2025-04-03,737.53,Staples,Office supplies
2024-09-01,496.1,Target,Clothing and accessories
2024-10-12,784.15,Netflix,Streaming subscription
2025-07-10,382.29,Coursera,Online business course
2025-02-23,788.01,Southwest Airlines,Flight for vacation
2025-01-11,122.75,Coursera,Online business course
2025-03-28,207.8,Netflix,Streaming subscription
2025-03-03,188.13,Amazon,Books and home items
2025-04-07,554.6,Best Buy,TV and electronics
2024-10-15,467.01,Shell,Gas for car
2025-01-13,217.55,Shell,Gas for car
2024-10-02,298.42,Best Buy,TV and electronics
2025-07-11,78.47,Shell,Gas for car
2024-09-30,797.7,Southwest Airlines,Flight for vacation
2025-04-22,676.25,Walmart,Groceries and household supplies
2025-05-23,637.0,WeWork,Coworking space rental
2024-11-06,260.15,Apple,MacBook purchase for work
2024-08-21,718.08,WeWork,Coworking space rental
2025-06-07,383.22,Best Buy,TV and electronics
2025-03-06,990.79,Spotify,Monthly subscription
2024-10-19,586.42,Spotify,Monthly subscription
2025-06-26,511.55,Amazon,Books and home items
2025-06-11,694.79,Southwest Airlines,Flight for vacation
2025-03-05,46.4,Amazon,Books and home items
2024-12-02,704.62,Coursera,Online business course
2025-06-12,541.54,Best Buy,TV and electronics
2025-04-25,915.26,Target,Clothing and accessories
2024-09-03,771.26,Uber,Ride to office
2025-06-02,668.05,Target,Clothing and accessories
2024-09-21,650.53,WeWork,Coworking space rental
2024-10-22,567.59,Delta Airlines,Flight to business conference
2025-06-19,680.7,Target,Clothing and accessories
2025-05-07,967.14,Walmart,Groceries and household supplies
2024-12-20,966.06,Coursera,Online business course
2025-05-18,114.89,Walmart,Groceries and household supplies
2024-12-14,266.15,Uber,Ride to office
2024-08-22,749.38,Amazon,Books and home items
2025-02-26,584.71,Amazon,Books and home items
2025-07-22,228.82,Netflix,Streaming subscription
2025-05-31,397.22,Coursera,Online business course
2024-08-01,682.76,Best Buy,TV and electronics
2025-01-19,505.46,Shell,Gas for car
2025-07-18,997.73,Coursera,Online business course
2025-03-13,113.5,Spotify,Monthly subscription
2025-04-30,921.34,Walmart,Groceries and household supplies
2024-09-27,124.91,Uber,Ride to office
2025-06-03,150.26,Shell,Gas for car
2024-09-20,349.64,Staples,Office supplies
2024-10-16,214.8,Best Buy,TV and electronics
2024-09-14,354.82,Spotify,Monthly subscription
2025-01-06,443.78,Uber,Ride to office
2025-01-24,457.92,Shell,Gas for car
2024-12-30,307.26,Uber,Ride to office
2025-07-24,713.67,Best Buy,TV and electronics
2025-07-08,850.69,Delta Airlines,Flight to business conference
2024-12-11,118.27,Target,Clothing and accessories
2024-09-01,172.71,Best Buy,TV and electronics
2025-06-10,251.47,Shell,Gas for car
2024-10-17,556.39,WeWork,Coworking space rental
2025-04-06,564.25,Coursera,Online business course
2024-12-08,239.54,Spotify,Monthly subscription
2025-02-07,633.46,Walmart,Groceries and household supplies
2024-10-19,644.07,WeWork,Coworking space rental
2024-12-03,401.63,Walmart,Groceries and household supplies
2024-10-21,617.97,Shell,Gas for car
2024-12-01,455.08,Apple,MacBook purchase for work
2025-04-11,394.95,Walmart,Groceries and household supplies
2024-10-03,222.65,Shell,Gas for car
2025-03-16,754.8,Staples,Office supplies
2025-02-04,798.05,Best Buy,TV and electronics
2025-04-07,110.73,Netflix,Streaming subscription
2024-10-23,541.52,Southwest Airlines,Flight for vacation
2024-11-23,332.73,Coursera,Online business course
2024-12-26,122.82,Spotify,Monthly subscription
2025-02-16,864.01,Target,Clothing and accessories
2025-02-22,966.26,Amazon,Books and home items
2025-06-03,601.0,Coursera,Online business course
2024-11-26,398.62,Netflix,Streaming subscription
2024-10-01,354.45,Uber,Ride to office
2025-01-14,463.28,Southwest Airlines,Flight for vacation
2025-02-28,815.6,WeWork,Coworking space rental
2025-07-19,802.61,Shell,Gas for car
2025-01-11,594.27,Netflix,Streaming subscription
2025-05-04,142.61,Target,Clothing and accessories
2025-03-16,246.19,Uber,Ride to office
2025-01-09,191.21,Uber,Ride to office
2025-01-25,149.94,Shell,Gas for car
2025-06-04,424.06,Walmart,Groceries and household supplies
2024-12-29,579.06,WeWork,Coworking space rental
2024-11-09,193.9,Walmart,Groceries and household supplies
2025-01-21,542.01,Target,Clothing and accessories
2024-11-01,931.39,Target,Clothing and accessories
2025-04-10,559.36,WeWork,Coworking space rental
2025-02-25,295.95,Spotify,Monthly subscription
2025-05-26,321.43,WeWork,Coworking space rental
2024-11-11,623.22,Spotify,Monthly subscription
2025-07-02,365.45,Southwest Airlines,Flight for vacation
2024-08-10,489.76,Delta Airlines,Flight to business conference
2024-12-20,817.06,Apple,MacBook purchase for work
2024-12-21,510.38,Amazon,Books and home items
2024-10-22,415.04,Spotify,Monthly subscription
2024-09-11,421.47,Spotify,Monthly subscription
2025-01-18,449.41,Southwest Airlines,Flight for vacation
2024-09-22,91.84,WeWork,Coworking space rental
2024-10-02,797.92,Delta Airlines,Flight to business conference
2024-11-03,299.17,Apple,MacBook purchase for work
2024-10-05,232.59,Staples,Office supplies
2025-03-06,176.53,Staples,Office supplies
2024-09-30,569.99,Spotify,Monthly subscription
2024-08-22,768.26,Best Buy,TV and electronics
2025-06-20,515.7,Amazon,Books and home items
2025-04-23,123.06,Netflix,Streaming subscription
2024-10-02,547.68,Best Buy,TV and electronics
2024-09-21,546.62,Coursera,Online business course
2025-05-29,51.19,Best Buy,TV and electronics
2025-05-21,446.95,Shell,Gas for car
2025-05-06,989.88,Apple,MacBook purchase for work
2024-12-11,738.63,Uber,Ride to office
2024-09-29,753.83,Target,Clothing and accessories
2025-02-18,876.06,Staples,Office supplies
2024-12-02,455.24,Delta Airlines,Flight to business conference
2024-10-10,863.58,Coursera,Online business course
2025-05-09,444.68,Uber,Ride to office
2025-02-07,777.88,Uber,Ride to office
2025-01-27,217.78,Apple,MacBook purchase for work
2025-01-10,592.04,Shell,Gas for car
2024-10-18,862.44,Coursera,Online business course
2024-10-07,636.44,Netflix,Streaming subscription
2024-11-10,619.99,WeWork,Coworking space rental
2024-09-25,214.55,Best Buy,TV and electronics
2025-07-25,807.39,Apple,MacBook purchase for work
2025-02-21,357.31,Netflix,Streaming subscription
2024-10-04,600.89,Staples,Office supplies
2025-03-05,330.42,WeWork,Coworking space rental
2024-07-30,299.71,Shell,Gas for car
2025-02-11,274.67,Netflix,Streaming subscription
2024-09-30,519.27,Southwest Airlines,Flight for vacation
2025-07-18,817.03,Target,Clothing and accessories
2025-01-30,963.14,WeWork,Coworking space rental
2024-08-23,417.48,Best Buy,TV and electronics
2025-01-14,992.56,Delta Airlines,Flight to business conference
2024-08-02,659.34,Southwest Airlines,Flight for vacation
2025-01-06,867.42,Shell,Gas for car
2025-02-02,154.78,Apple,MacBook purchase for work
2025-05-06,830.2,Coursera,Online business course
2024-10-14,845.12,Best Buy,TV and electronics
2025-01-19,494.56,Walmart,Groceries and household supplies
2024-12-05,636.08,Netflix,Streaming subscription
2025-06-19,420.08,Target,Clothing and accessories
2024-12-15,84.76,Spotify,Monthly subscription
2024-10-31,881.32,Best Buy,TV and electronics
2025-02-28,408.82,Uber,Ride to office
2024-10-15,285.44,Shell,Gas for car
2025-04-23,460.15,Coursera,Online business course
2025-06-12,334.02,Spotify,Monthly subscription
2024-11-11,870.22,Delta Airlines,Flight to business conference
2025-07-20,735.4,Southwest Airlines,Flight for vacation
2024-11-30,972.43,Shell,Gas for car
2025-06-13,667.5,Target,Clothing and accessories
2024-08-26,851.61,Coursera,Online business course
2024-11-24,539.08,Best Buy,TV and electronics
2024-12-10,968.45,Apple,MacBook purchase for work
2025-05-14,219.73,Southwest Airlines,Flight for vacation
2024-11-11,329.64,Staples,Office supplies
2025-02-13,344.38,Staples,Office supplies
2025-07-13,139.29,Netflix,Streaming subscription
2024-08-28,490.48,Southwest Airlines,Flight for vacation
2024-10-26,895.21,Coursera,Online business course
2024-10-28,57.93,Best Buy,TV and electronics
2025-02-16,629.92,Uber,Ride to office
2025-01-07,464.99,Southwest Airlines,Flight for vacation
2024-11-04,930.14,Uber,Ride to office
2025-03-24,446.87,WeWork,Coworking space rental
2024-08-12,991.92,Delta Airlines,Flight to business conference
2025-03-19,210.3,Walmart,Groceries and household supplies
2024-09-05,910.31,Shell,Gas for car
2024-11-03,308.85,Target,Clothing and accessories
2025-03-04,933.4,Southwest Airlines,Flight for vacation
2024-09-17,102.41,Staples,Office supplies
2025-04-05,257.89,Coursera,Online business course
2025-07-18,667.86,Coursera,Online business course
2024-08-10,173.87,Target,Clothing and accessories
2024-11-20,629.35,Walmart,Groceries and household supplies
2025-05-17,702.45,Shell,Gas for car
2025-02-25,434.94,Apple,MacBook purchase for work
2025-06-22,706.66,Uber,Ride to office
2025-05-28,221.29,Delta Airlines,Flight to business conference
2025-01-18,141.37,Uber,Ride to office
2025-05-05,524.25,Apple,MacBook purchase for work
2024-11-10,19.19,Spotify,Monthly subscription
2024-11-11,350.14,Shell,Gas for car
2025-05-08,988.27,Uber,Ride to office
2024-11-17,697.09,Walmart,Groceries and household supplies
2025-04-14,80.12,Spotify,Monthly subscription
2025-04-08,98.44,Walmart,Groceries and household supplies
2024-10-13,111.4,Best Buy,TV and electronics
2025-06-28,373.89,Coursera,Online business course
2025-05-13,145.76,Staples,Office supplies
2025-06-09,815.23,Best Buy,TV and electronics
2025-07-26,141.81,Southwest Airlines,Flight for vacation
2025-07-21,151.42,Target,Clothing and accessories
2025-01-20,567.66,Amazon,Books and home items
2024-08-20,653.52,Netflix,Streaming subscription
2025-02-15,357.68,Spotify,Monthly subscription
2025-05-09,631.8,Apple,MacBook purchase for work
2025-04-14,920.7,WeWork,Coworking space rental
2025-07-28,689.7,Netflix,Streaming subscription
2025-06-13,225.07,Southwest Airlines,Flight for vacation
2025-02-01,148.61,Uber,Ride to office
2024-10-12,593.68,Uber,Ride to office
2024-08-20,358.02,Walmart,Groceries and household supplies
2025-03-21,321.36,Walmart,Groceries and household supplies
2024-08-20,255.31,WeWork,Coworking space rental
2025-07-04,93.41,Target,Clothing and accessories
2025-06-02,604.99,Amazon,Books and home items
2025-05-07,611.52,Shell,Gas for car
2025-04-08,941.87,Best Buy,TV and electronics
2025-02-15,849.41,Delta Airlines,Flight to business conference
2025-07-11,877.07,Target,Clothing and accessories
2025-01-31,522.57,Apple,MacBook purchase for work
2025-04-01,196.76,Amazon,Books and home items
2024-12-14,302.59,Walmart,Groceries and household supplies
2025-02-17,785.96,Delta Airlines,Flight to business conference
2025-05-26,955.12,Best Buy,TV and electronics
2024-12-02,392.03,Spotify,Monthly subscription
2024-09-26,504.59,Apple,MacBook purchase for work
2025-07-16,80.3,Netflix,Streaming subscription
2024-09-27,987.01,Delta Airlines,Flight to business conference
2025-07-20,140.66,Coursera,Online business course
2024-10-07,840.58,Southwest Airlines,Flight for vacation
2024-09-09,371.76,Walmart,Groceries and household supplies
2024-11-22,181.04,Target,Clothing and accessories
2024-12-25,954.91,Spotify,Monthly subscription
2025-04-12,82.26,Best Buy,TV and electronics
2024-09-16,76.86,Netflix,Streaming subscription
2024-09-09,223.59,Staples,Office supplies
2024-11-11,949.19,Delta Airlines,Flight to business conference
2025-07-21,511.54,Walmart,Groceries and household supplies
2024-11-07,715.5,Target,Clothing and accessories
2025-05-18,421.28,Best Buy,TV and electronics
2024-10-24,408.25,Shell,Gas for car
2024-09-18,541.2,Target,Clothing and accessories
2024-09-02,161.15,Netflix,Streaming subscription
2025-05-10,316.81,Uber,Ride to office
2025-01-15,921.72,Amazon,Books and home items
2025-03-12,163.82,Best Buy,TV and electronics
2024-09-05,396.82,Coursera,Online business course
2025-05-30,765.59,Target,Clothing and accessories
2025-01-10,684.25,Target,Clothing and accessories
2025-07-06,317.07,Uber,Ride to office
2024-10-30,732.66,Walmart,Groceries and household supplies
2025-07-21,246.25,Southwest Airlines,Flight for vacation
2024-10-10,95.35,Apple,MacBook purchase for work
2025-05-13,124.83,Walmart,Groceries and household supplies
2024-12-09,612.74,Netflix,Streaming subscription
2025-02-05,669.42,Staples,Office supplies
2025-02-17,743.25,Target,Clothing and accessories
2024-08-20,22.54,Uber,Ride to office
2025-03-07,704.48,WeWork,Coworking space rental
2025-07-02,501.45,WeWork,Coworking space rental
2025-05-27,527.78,Coursera,Online business course
2025-04-11,824.28,Best Buy,TV and electronics
2024-10-07,175.29,Staples,Office supplies
2025-07-20,752.28,WeWork,Coworking space rental
2025-05-22,276.08,Southwest Airlines,Flight for vacation
2025-04-24,773.72,Uber,Ride to office
2024-08-01,341.66,Delta Airlines,Flight to business conference
2025-06-24,279.26,Walmart,Groceries and household supplies
2025-02-03,270.32,Uber,Ride to office
2024-08-30,631.26,Netflix,Streaming subscription
2025-06-25,460.65,Spotify,Monthly subscription
2025-05-26,64.88,Coursera,Online business course
2025-06-12,571.22,Southwest Airlines,Flight for vacation
2024-10-20,165.74,Coursera,Online business course
2024-08-19,111.88,Best Buy,TV and electronics
2025-05-09,677.38,Netflix,Streaming subscription
2024-09-24,236.12,Uber,Ride to office
2025-06-26,12.54,Amazon,Books and home items
2025-03-12,864.3,Southwest Airlines,Flight for vacation
2025-04-09,55.52,Apple,MacBook purchase for work
2024-08-30,389.15,Coursera,Online business course
2025-02-16,187.17,WeWork,Coworking space rental
2025-07-09,45.01,Southwest Airlines,Flight for vacation
2024-08-20,914.81,Best Buy,TV and electronics
2025-02-09,659.15,Shell,Gas for car
2025-05-24,328.58,Apple,MacBook purchase for work
2024-11-10,916.7,Walmart,Groceries and household supplies
2025-04-15,278.55,Coursera,Online business course
2024-12-05,575.82,Uber,Ride to office
2025-06-18,507.02,Uber,Ride to office
2025-03-04,187.55,Delta Airlines,Flight to business conference
2024-10-18,520.62,Best Buy,TV and electronics
2025-03-13,954.54,Delta Airlines,Flight to business conference
2025-01-25,878.22,Uber,Ride to office
2024-09-14,289.48,Southwest Airlines,Flight for vacation
2025-07-14,317.59,Southwest Airlines,Flight for vacation
2025-06-06,557.56,Uber,Ride to office
2024-11-19,375.23,Delta Airlines,Flight to business conference
2024-10-18,568.17,Staples,Office supplies
2025-06-23,742.18,Staples,Office supplies
2025-05-30,469.29,Apple,MacBook purchase for work
2025-05-26,972.14,Netflix,Streaming subscription
2025-06-30,778.13,Best Buy,TV and electronics
2024-08-29,901.44,Shell,Gas for car
2024-08-19,798.01,Best Buy,TV and electronics
2025-07-17,16.31,WeWork,Coworking space rental
2024-09-15,33.67,Walmart,Groceries and household supplies
2025-07-12,352.96,Amazon,Books and home items
2025-07-18,696.53,Southwest Airlines,Flight for vacation
2024-11-02,951.48,Delta Airlines,Flight to business conference
2024-11-09,761.34,Delta Airlines,Flight to business conference
2025-06-28,850.52,Walmart,Groceries and household supplies
2025-05-08,314.44,Shell,Gas for car
2024-12-17,534.52,Apple,MacBook purchase for work
2025-06-30,425.62,Apple,MacBook purchase for work
2025-04-22,972.83,Delta Airlines,Flight to business conference
2025-01-03,714.54,WeWork,Coworking space rental
2024-12-06,53.46,Uber,Ride to office
2025-03-22,898.31,Apple,MacBook purchase for work
